id,title,status,user_score,watchd_ep,total_ep,airing_status,media_type,mpaa_rating,start_date,end_date
30831,Kono Subarashii Sekai ni Shukufuku wo!,Completed,4,10,10,Finished Airing,TV,PG-13,14-Jan-2016,17-Mar-2016
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,Completed,5,10,10,Finished Airing,TV,PG-13,12-Jan-2017,16-Mar-2017
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,Completed,4,1,1,Finished Airing,OVA,PG-13,24-Jul-2017,24-Jul-2017
32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,Completed,5,1,1,Finished Airing,OVA,PG-13,24-Jun-2016,24-Jun-2016
38040,Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,Completed,5,1,1,Finished Airing,Movie,PG-13,30-Aug-2019,30-Aug-2019
16782,Kotonoha no Niwa,Completed,8,1,1,Finished Airing,Movie,PG-13,31-May-2013,31-May-2013
43,Koukaku Kidoutai,Completed,4,1,1,Finished Airing,Movie,R+,18-Nov-1995,18-Nov-1995
28623,Koutetsujou no Kabaneri,Completed,8,12,12,Finished Airing,TV,R,08-Apr-2016,01-Jul-2016
34544,Koutetsujou no Kabaneri Movie 3: Unato Kessen,Completed,8,1,1,Finished Airing,Movie,R,10-May-2019,10-May-2019
38426,Koutetsujou no Kabaneri: Ran - Hajimaru Michiato,Completed,1,1,1,Finished Airing,Special,PG-13,22-Sep-2018,22-Sep-2018
37139,Koyomi History,Completed,3,1,1,Finished Airing,Special,PG-13,22-Sep-2016,22-Sep-2016
32268,Koyomimonogatari,Completed,6,12,12,Finished Airing,ONA,R,10-Jan-2016,27-Mar-2016
433,"Kumo no Mukou, Yakusoku no Basho",Completed,6,1,1,Finished Airing,Movie,PG-13,20-Nov-2004,20-Nov-2004
32949,Kuzu no Honkai,Completed,7,12,12,Finished Airing,TV,R+,13-Jan-2017,31-Mar-2017
39017,Kyokou Suiri,Completed,6,12,12,Finished Airing,TV,R,12-Jan-2020,29-Mar-2020
38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,Completed,6,13,13,Finished Airing,TV,R,07-Jul-2019,29-Sep-2019
38936,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,Completed,6,1,1,Finished Airing,Special,PG-13,31-Dec-2018,31-Dec-2018
37599,Magatsu Wahrheit: Zuerst,Completed,7,12,12,Finished Airing,TV,<undefined>,13-Oct-2020,29-Dec-2020
512,Majo no Takkyuubin,Completed,4,1,1,Finished Airing,Movie,G,29-Jul-1989,29-Jul-1989
38958,Manga de Wakaru! Fate/Grand Order,Completed,1,1,1,Finished Airing,Special,PG-13,31-Dec-2018,31-Dec-2018
585,Mimi wo Sumaseba,Completed,7,1,1,Finished Airing,Movie,G,15-Jul-1995,15-Jul-1995
8460,Mirai Nikki,Completed,3,1,1,Finished Airing,OVA,R,09-Dec-2010,09-Dec-2010
10620,Mirai Nikki (TV),Completed,6,26,26,Finished Airing,TV,R+,09-Oct-2011,15-Apr-2012
12503,Mirai Nikki (TV): Ura Mirai Nikki,Completed,2,10,10,Finished Airing,Special,R,27-Jan-2012,31-Aug-2012
16762,Mirai Nikki: Redial,Completed,5,1,1,Finished Airing,OVA,R,19-Jun-2013,19-Jun-2013
32182,Mob Psycho 100,Completed,6,12,12,Finished Airing,TV,PG-13,11-Jul-2016,27-Sep-2016
37510,Mob Psycho 100 II,Completed,6,13,13,Finished Airing,TV,PG-13,07-Jan-2019,01-Apr-2019
39651,Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,Completed,4,1,1,Finished Airing,OVA,PG-13,25-Sep-2019,25-Sep-2019
37504,Mob Psycho Mini,Completed,3,6,6,Finished Airing,Special,PG-13,28-Sep-2016,22-Feb-2017
17074,Monogatari Series: Second Season,Completed,6,26,26,Finished Airing,TV,R,07-Jul-2013,29-Dec-2013
164,Mononoke Hime,Completed,6,1,1,Finished Airing,Movie,PG-13,12-Jul-1997,12-Jul-1997
19,Monster,Completed,10,74,74,Finished Airing,TV,R+,07-Apr-2004,28-Sep-2005
323,Mousou Dairinin,Completed,5,13,13,Finished Airing,TV,R+,03-Feb-2004,18-May-2004
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,Completed,7,11,11,Finished Airing,TV,R,11-Jan-2021,22-Mar-2021
41168,Nakitai Watashi wa Neko wo Kaburu,Completed,5,1,1,Finished Airing,Movie,PG-13,18-Jun-2020,18-Jun-2020
23755,Nanatsu no Taizai,Completed,7,24,24,Finished Airing,TV,PG-13,05-Oct-2014,29-Mar-2015
34577,Nanatsu no Taizai: Imashime no Fukkatsu,Completed,7,24,24,Finished Airing,TV,PG-13,13-Jan-2018,30-Jun-2018
39701,Nanatsu no Taizai: Kamigami no Gekirin,Completed,5,24,24,Finished Airing,TV,PG-13,09-Oct-2019,25-Mar-2020
31722,Nanatsu no Taizai: Seisen no Shirushi,Completed,5,4,4,Finished Airing,TV,PG-13,28-Aug-2016,18-Sep-2016
20,Naruto,Completed,8,220,220,Finished Airing,TV,PG-13,03-Oct-2002,08-Feb-2007
1735,Naruto: Shippuuden,Completed,8,500,500,Finished Airing,TV,PG-13,15-Feb-2007,23-Mar-2017
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,Completed,4,1,1,Finished Airing,Movie,PG-13,28-Jul-2012,28-Jul-2012
4081,Natsume Yuujinchou,Completed,8,13,13,Finished Airing,TV,PG-13,08-Jul-2008,30-Sep-2008
32983,Natsume Yuujinchou Go,Completed,7,11,11,Finished Airing,TV,PG-13,05-Oct-2016,21-Dec-2016
34534,Natsume Yuujinchou Go Specials,Completed,5,2,2,Finished Airing,Special,PG-13,30-Mar-2017,26-Apr-2017
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,Completed,6,1,1,Finished Airing,Movie,PG-13,29-Sep-2018,29-Sep-2018
34591,Natsume Yuujinchou Roku,Completed,7,11,11,Finished Airing,TV,PG-13,12-Apr-2017,21-Jun-2017
36275,Natsume Yuujinchou Roku Specials,Completed,7,2,2,Finished Airing,Special,PG-13,27-Sep-2017,25-Oct-2017
10379,Natsume Yuujinchou San,Completed,7,13,13,Finished Airing,TV,PG-13,05-Jul-2011,27-Sep-2011
11665,Natsume Yuujinchou Shi,Completed,7,13,13,Finished Airing,TV,PG-13,03-Jan-2012,27-Mar-2012
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,Completed,6,1,1,Finished Airing,OVA,PG-13,01-Feb-2014,01-Feb-2014
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,Completed,6,1,1,Finished Airing,Special,PG-13,15-Dec-2013,15-Dec-2013
15689,Nekomonogatari: Kuro,Completed,5,4,4,Finished Airing,TV,R,31-Dec-2012,31-Dec-2012
30,Neon Genesis Evangelion,Completed,7,26,26,Finished Airing,TV,PG-13,04-Oct-1995,27-Mar-1996
31,Neon Genesis Evangelion: Death & Rebirth,Completed,3,1,1,Finished Airing,Movie,R,15-Mar-1997,15-Mar-1997
32,Neon Genesis Evangelion: The End of Evangelion,Completed,5,1,1,Finished Airing,Movie,R+,19-Jul-1997,19-Jul-1997
1210,NHK ni Youkoso!,Completed,7,24,24,Finished Airing,TV,R+,10-Jul-2006,18-Dec-2006
11597,Nisemonogatari,Completed,5,11,11,Finished Airing,TV,R,08-Jan-2012,18-Mar-2012
19815,No Game No Life,Completed,7,12,12,Finished Airing,TV,PG-13,09-Apr-2014,25-Jun-2014
24991,No Game No Life Specials,Completed,4,6,6,Finished Airing,Special,PG-13,25-Jun-2014,26-Nov-2014
33674,No Game No Life: Zero,Completed,8,1,1,Finished Airing,Movie,PG-13,15-Jul-2017,15-Jul-2017
37402,No Game No Life: Zero - Manner Movie,Completed,1,1,1,Finished Airing,Movie,G,15-Jul-2017,15-Jul-2017
20507,Noragami,Completed,3,12,12,Finished Airing,TV,PG-13,05-Jan-2014,23-Mar-2014
21557,Omoide no Marnie,Completed,7,1,1,Finished Airing,Movie,G,19-Jul-2014,19-Jul-2014
1029,Omoide Poroporo,Completed,6,1,1,Finished Airing,Movie,G,20-Jul-1991,20-Jul-1991
4155,One Piece Film: Strong World,Completed,3,1,1,Finished Airing,Movie,PG-13,12-Dec-2009,12-Dec-2009
12859,One Piece Film: Z,Completed,3,1,1,Finished Airing,Movie,PG-13,15-Dec-2012,15-Dec-2012
38234,One Piece Movie 14: Stampede,Completed,3,1,1,Finished Airing,Movie,PG-13,09-Aug-2019,09-Aug-2019
30276,One Punch Man,Completed,4,12,12,Finished Airing,TV,R,05-Oct-2015,21-Dec-2015
34134,One Punch Man 2nd Season,Completed,6,12,12,Finished Airing,TV,R,10-Apr-2019,03-Jul-2019
39705,One Punch Man 2nd Season Specials,Completed,4,6,6,Finished Airing,Special,R,25-Oct-2019,27-Mar-2020
31772,One Punch Man Specials,Completed,4,6,6,Finished Airing,Special,R,24-Dec-2015,27-May-2016
31704,One Punch Man: Road to Hero,Completed,3,1,1,Finished Airing,OVA,R,04-Dec-2015,04-Dec-2015
12355,Ookami Kodomo no Ame to Yuki,Completed,8,1,1,Finished Airing,Movie,PG,21-Jul-2012,21-Jul-2012
40746,Overflow,Completed,1,8,8,Finished Airing,TV,R+,06-Jan-2020,24-Feb-2020
31181,Owarimonogatari,Completed,7,12,12,Finished Airing,TV,R,04-Oct-2015,20-Dec-2015
35247,Owarimonogatari 2nd Season,Completed,7,7,7,Finished Airing,TV,R,12-Aug-2017,13-Aug-2017
1943,Paprika,Completed,6,1,1,Finished Airing,Movie,R+,25-Nov-2006,25-Nov-2006
437,Perfect Blue,Completed,10,1,1,Finished Airing,Movie,R+,28-Feb-1998,28-Feb-1998
5391,Pico to Chico,Completed,1,1,1,Finished Airing,OVA,Rx,19-Apr-2007,19-Apr-2007
4866,Pico x CoCo x Chico,Completed,1,1,1,Finished Airing,OVA,Rx,09-Oct-2008,09-Oct-2008
527,Pokemon,Completed,4,276,276,Finished Airing,TV,PG,01-Apr-1997,14-Nov-2002
1564,Pokemon Advanced Generation,Completed,4,192,192,Finished Airing,TV,PG,21-Nov-2002,14-Sep-2006
1565,Pokemon Diamond & Pearl,Completed,4,191,191,Finished Airing,TV,PG,28-Sep-2006,09-Sep-2010
1117,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,Completed,5,1,1,Finished Airing,Movie,PG,17-Jul-1999,17-Jul-1999
2201,Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,Completed,5,1,1,Finished Airing,Movie,PG,15-Jul-2006,15-Jul-2006
2847,Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,Completed,5,1,1,Finished Airing,Movie,PG,15-Jul-2007,15-Jul-2007
6178,Pokemon Movie 12: Arceus Choukoku no Jikuu e,Completed,5,1,1,Finished Airing,Movie,PG,18-Jul-2009,18-Jul-2009
34540,Pokemon Movie 20: Kimi ni Kimeta!,Completed,5,1,1,Finished Airing,Movie,PG,15-Jul-2017,15-Jul-2017
13601,Psycho-Pass,Completed,8,22,22,Finished Airing,TV,R,12-Oct-2012,22-Mar-2013
23281,Psycho-Pass 2,Completed,8,11,11,Finished Airing,TV,R,10-Oct-2014,19-Dec-2014
39491,Psycho-Pass 3,Completed,5,8,8,Finished Airing,TV,R,25-Oct-2019,13-Dec-2019
40858,Psycho-Pass 3: First Inspector,Completed,4,3,3,Finished Airing,Movie,R,27-Mar-2020,27-Mar-2020
21339,Psycho-Pass Movie,Completed,5,1,1,Finished Airing,Movie,R,09-Jan-2015,09-Jan-2015
37440,Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,Completed,7,1,1,Finished Airing,Movie,R,25-Jan-2019,25-Jan-2019
37441,Psycho-Pass: Sinners of the System Case.2 - First Guardian,Completed,7,1,1,Finished Airing,Movie,R,15-Feb-2019,15-Feb-2019
37442,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,Completed,7,1,1,Finished Airing,Movie,R,08-Mar-2019,08-Mar-2019
6114,Rainbow: Nisha Rokubou no Shichinin,Completed,9,26,26,Finished Airing,TV,R,07-Apr-2010,29-Sep-2010
4921,Ramayana: The Legend of Prince Rama,Completed,5,1,1,Finished Airing,Movie,G,10-Mar-1992,10-Mar-1992
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Completed,8,25,25,Finished Airing,TV,R,04-Apr-2016,19-Sep-2016
38414,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,Completed,6,1,1,Finished Airing,Movie,PG-13,08-Nov-2019,08-Nov-2019
36286,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,Completed,2,1,1,Finished Airing,Movie,PG-13,06-Oct-2018,06-Oct-2018
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Completed,8,13,13,Finished Airing,TV,R,08-Jul-2020,30-Sep-2020
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Completed,8,12,12,Finished Airing,TV,R,06-Jan-2021,24-Mar-2021
1827,Seirei no Moribito,Completed,6,26,26,Finished Airing,TV,PG-13,07-Apr-2007,29-Sep-2007
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Completed,8,13,13,Finished Airing,TV,PG-13,04-Oct-2018,27-Dec-2018
38938,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama,Completed,4,5,5,Finished Airing,Special,PG-13,19-Dec-2018,15-May-2019
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Completed,8,1,1,Finished Airing,Movie,PG-13,15-Jun-2019,15-Jun-2019
199,Sen to Chihiro no Kamikakushi,Completed,5,1,1,Finished Airing,Movie,PG,20-Jul-2001,20-Jul-2001
1033,Sennen Joyuu,Completed,8,1,1,Finished Airing,Movie,PG-13,14-Sep-2002,14-Sep-2002
339,Serial Experiments Lain,Completed,4,13,13,Finished Airing,TV,R,06-Jul-1998,28-Sep-1998
23273,Shigatsu wa Kimi no Uso,Completed,7,22,22,Finished Airing,TV,PG-13,10-Oct-2014,20-Mar-2015
16498,Shingeki no Kyojin,Completed,9,25,25,Finished Airing,TV,R,07-Apr-2013,29-Sep-2013
18397,Shingeki no Kyojin OVA,Completed,5,3,3,Finished Airing,OVA,R,09-Dec-2013,08-Aug-2014
25777,Shingeki no Kyojin Season 2,Completed,9,12,12,Finished Airing,TV,R,01-Apr-2017,17-Jun-2017
35760,Shingeki no Kyojin Season 3,Completed,7,12,12,Finished Airing,TV,R,23-Jul-2018,15-Oct-2018
38524,Shingeki no Kyojin Season 3 Part 2,Completed,9,10,10,Finished Airing,TV,R,29-Apr-2019,01-Jul-2019
42091,Shingeki no Kyojin: Chronicle,Completed,7,1,1,Finished Airing,Movie,R,17-Jul-2020,17-Jul-2020
25781,Shingeki no Kyojin: Kuinaki Sentaku,Completed,8,2,2,Finished Airing,OVA,R,09-Dec-2014,09-Apr-2015
36106,Shingeki no Kyojin: Lost Girls,Completed,6,3,3,Finished Airing,OVA,R,08-Dec-2017,09-Aug-2018
40028,Shingeki no Kyojin: The Final Season,Completed,10,16,16,Finished Airing,TV,R,07-Dec-2020,29-Mar-2021
28171,Shokugeki no Souma,Completed,6,24,24,Finished Airing,TV,PG-13,04-Apr-2015,26-Sep-2015
31327,Shokugeki no Souma OVA,Completed,3,2,2,Finished Airing,OVA,PG-13,02-May-2016,04-Jul-2016
40902,Shokugeki no Souma: Gou no Sara,Completed,5,13,13,Finished Airing,TV,PG-13,11-Apr-2020,26-Sep-2020
32282,Shokugeki no Souma: Ni no Sara,Completed,7,13,13,Finished Airing,TV,PG-13,02-Jul-2016,24-Sep-2016
34480,Shokugeki no Souma: Ni no Sara OVA,Completed,4,2,2,Finished Airing,OVA,PG-13,01-May-2017,04-Jul-2017
35788,Shokugeki no Souma: San no Sara,Completed,7,12,12,Finished Airing,TV,PG-13,04-Oct-2017,20-Dec-2017
36962,Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,Completed,3,1,1,Finished Airing,OVA,PG-13,02-May-2018,02-May-2018
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,Completed,6,12,12,Finished Airing,TV,PG-13,09-Apr-2018,25-Jun-2018
39940,Shokugeki no Souma: Shin no Sara,Completed,6,12,12,Finished Airing,TV,PG-13,12-Oct-2019,28-Dec-2019
42923,SK∞,Completed,5,12,12,Finished Airing,TV,PG-13,10-Jan-2021,04-Apr-2021
35839,Sora yori mo Tooi Basho,Completed,7,13,13,Finished Airing,TV,PG-13,02-Jan-2018,27-Mar-2018
9253,Steins;Gate,Completed,9,24,24,Finished Airing,TV,PG-13,06-Apr-2011,14-Sep-2011
30484,Steins;Gate 0,Completed,9,23,23,Finished Airing,TV,PG-13,12-Apr-2018,27-Sep-2018
37492,Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio,Completed,3,1,1,Finished Airing,Special,PG-13,21-Dec-2018,21-Dec-2018
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Completed,6,1,1,Finished Airing,Movie,PG-13,20-Apr-2013,20-Apr-2013
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Completed,6,1,1,Finished Airing,Special,PG-13,03-Dec-2015,03-Dec-2015
10863,Steins;Gate: Oukoubakko no Poriomania,Completed,3,1,1,Finished Airing,Special,PG-13,22-Feb-2012,22-Feb-2012
5681,Summer Wars,Completed,5,1,1,Finished Airing,Movie,PG-13,01-Aug-2009,01-Aug-2009
11757,Sword Art Online,Completed,4,25,25,Finished Airing,TV,PG-13,08-Jul-2012,23-Dec-2012
21881,Sword Art Online II,Completed,3,24,24,Finished Airing,TV,PG-13,05-Jul-2014,20-Dec-2014
27891,Sword Art Online II: Debriefing,Completed,1,1,1,Finished Airing,Special,PG-13,11-Oct-2014,11-Oct-2014
35790,Tate no Yuusha no Nariagari,Completed,7,25,25,Finished Airing,TV,PG-13,09-Jan-2019,26-Jun-2019
513,Tenkuu no Shiro Laputa,Completed,4,1,1,Finished Airing,Movie,PG,02-Aug-1986,02-Aug-1986
37430,Tensei shitara Slime Datta Ken,Completed,6,24,24,Finished Airing,TV,PG-13,02-Oct-2018,19-Mar-2019
39551,Tensei shitara Slime Datta Ken 2nd Season,Completed,6,12,12,Finished Airing,TV,PG-13,12-Jan-2021,30-Mar-2021
38793,Tensei shitara Slime Datta Ken OVA,Completed,4,5,5,Finished Airing,OVA,PG-13,09-Jul-2019,27-Nov-2020
45753,Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,Completed,3,1,1,Finished Airing,Special,PG-13,05-Jan-2021,05-Jan-2021
39607,Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,Completed,2,1,1,Finished Airing,Special,PG-13,26-Mar-2019,26-Mar-2019
16870,The Last: Naruto the Movie,Completed,5,1,1,Finished Airing,Movie,PG-13,06-Dec-2014,06-Dec-2014
2236,Toki wo Kakeru Shoujo,Completed,6,1,1,Finished Airing,Movie,G,15-Jul-2006,15-Jul-2006
22319,Tokyo Ghoul,Completed,9,12,12,Finished Airing,TV,R,04-Jul-2014,19-Sep-2014
27899,Tokyo Ghoul √A,Completed,6,12,12,Finished Airing,TV,R,09-Jan-2015,27-Mar-2015
30458,Tokyo Ghoul: "Jack",Completed,7,1,1,Finished Airing,OVA,R,30-Sep-2015,30-Sep-2015
31297,Tokyo Ghoul: "Pinto",Completed,6,1,1,Finished Airing,OVA,R,25-Dec-2015,25-Dec-2015
36511,Tokyo Ghoul:re,Completed,5,12,12,Finished Airing,TV,R,03-Apr-2018,19-Jun-2018
37799,Tokyo Ghoul:re 2nd Season,Completed,4,12,12,Finished Airing,TV,R,09-Oct-2018,25-Dec-2018
759,Tokyo Godfathers,Completed,8,1,1,Finished Airing,Movie,PG-13,08-Nov-2003,08-Nov-2003
523,Tonari no Totoro,Completed,5,1,1,Finished Airing,Movie,G,16-Apr-1988,16-Apr-1988
41389,Tonikaku Kawaii,Completed,4,12,12,Finished Airing,TV,PG-13,03-Oct-2020,19-Dec-2020
34822,Tsuki ga Kirei,Completed,8,12,12,Finished Airing,TV,PG-13,07-Apr-2017,30-Jun-2017
36539,Tsuki ga Kirei Special,Completed,4,1,1,Finished Airing,Special,PG-13,27-Sep-2017,27-Sep-2017
35602,Tsuki ga Kirei: Michinori,Completed,5,1,1,Finished Airing,Special,PG-13,19-May-2017,19-May-2017
28025,Tsukimonogatari,Completed,5,4,4,Finished Airing,TV,R,31-Dec-2014,31-Dec-2014
743,Umi ga Kikoeru,Completed,8,1,1,Finished Airing,Special,PG-13,05-May-1993,05-May-1993
10162,Usagi Drop,Completed,8,11,11,Finished Airing,TV,PG-13,08-Jul-2011,16-Sep-2011
11113,Usagi Drop Specials,Completed,6,4,4,Finished Airing,Special,PG-13,28-Oct-2011,27-Jan-2012
37521,Vinland Saga,Completed,9,24,24,Finished Airing,TV,R,08-Jul-2019,30-Dec-2019
33352,Violet Evergarden,Completed,9,13,13,Finished Airing,TV,PG-13,11-Jan-2018,05-Apr-2018
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Completed,7,1,1,Finished Airing,Movie,PG-13,06-Sep-2019,06-Sep-2019
37095,Violet Evergarden: Kitto "Ai" wo Shiru Hi ga Kuru no Darou,Completed,5,1,1,Finished Airing,Special,PG-13,04-Jul-2018,04-Jul-2018
43299,Wonder Egg Priority,Completed,6,12,12,Finished Airing,TV,R,13-Jan-2021,31-Mar-2021
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,Completed,7,13,13,Finished Airing,TV,PG-13,05-Apr-2013,28-Jun-2013
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,Completed,6,12,12,Finished Airing,TV,PG-13,10-Jul-2020,25-Sep-2020
18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,Completed,5,1,1,Finished Airing,OVA,PG-13,19-Sep-2013,19-Sep-2013
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Completed,8,13,13,Finished Airing,TV,PG-13,03-Apr-2015,26-Jun-2015
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,Completed,6,1,1,Finished Airing,OVA,PG-13,27-Oct-2016,27-Oct-2016
37779,Yakusoku no Neverland,Completed,9,12,12,Finished Airing,TV,R,10-Jan-2019,29-Mar-2019
39617,Yakusoku no Neverland 2nd Season,Completed,5,11,11,Finished Airing,TV,R,08-Jan-2021,26-Mar-2021
39710,Yesterday wo Utatte,Completed,9,12,12,Finished Airing,TV,PG-13,05-Apr-2020,21-Jun-2020
41660,Yesterday wo Utatte: Haishin-ban Episode,Completed,5,6,6,Finished Airing,ONA,PG-13,05-Apr-2020,21-Jun-2020
40911,Yuukoku no Moriarty,Completed,7,11,11,Finished Airing,TV,R,11-Oct-2020,20-Dec-2020
5300,Zoku Natsume Yuujinchou,Completed,6,13,13,Finished Airing,TV,PG-13,06-Jan-2009,31-Mar-2009
36999,Zoku Owarimonogatari,Completed,6,6,6,Finished Airing,Movie,R,10-Nov-2018,10-Nov-2018
34566,Boruto: Naruto Next Generations,Paused,4,155,0,Currently Airing,TV,PG-13,05-Apr-2017,NaT
41074,Digimon Adventure:,Paused,<undefined>,9,66,Currently Airing,TV,PG,05-Apr-2020,NaT
223,Dragon Ball,Paused,<undefined>,37,153,Finished Airing,TV,PG-13,26-Feb-1986,12-Apr-1989
36064,Fate/Grand Order,Paused,<undefined>,8,0,Currently Airing,Special,PG,27-Dec-2014,NaT
5231,Inazuma Eleven,Paused,6,52,127,Finished Airing,TV,G,05-Oct-2008,27-Apr-2011
5962,Metal Fight Beyblade,Paused,<undefined>,39,51,Finished Airing,TV,PG,05-Apr-2009,28-Mar-2010
21,One Piece,Paused,7,946,0,Currently Airing,TV,PG-13,20-Oct-1999,NaT
31646,3-gatsu no Lion,Planned,<undefined>,0,22,Finished Airing,TV,PG-13,08-Oct-2016,18-Mar-2017
48548,5-toubun no Hanayome Movie,Planned,<undefined>,0,1,Not Yet Aired,Movie,PG-13,NaT,NaT
41457,86,Planned,<undefined>,0,11,Currently Airing,TV,R,11-Apr-2021,NaT
16201,Aku no Hana,Planned,<undefined>,0,13,Finished Airing,TV,R,05-Apr-2013,30-Jun-2013
2251,Baccano!,Planned,<undefined>,0,13,Finished Airing,TV,R,27-Jul-2007,02-Nov-2007
36649,Banana Fish,Planned,<undefined>,0,24,Finished Airing,TV,R,06-Jul-2018,21-Dec-2018
41467,Bleach: Sennen Kessen-hen,Planned,<undefined>,0,0,Not Yet Aired,<undefined>,PG-13,NaT,NaT
41587,Boku no Hero Academia 5th Season,Planned,<undefined>,0,25,Currently Airing,TV,PG-13,27-Mar-2021,NaT
38088,Digimon Adventure: Last Evolution Kizuna,Planned,<undefined>,0,1,Finished Airing,Movie,PG-13,21-Feb-2020,21-Feb-2020
48549,Dr. Stone (Zoku-hen),Planned,<undefined>,0,0,Not Yet Aired,<undefined>,PG-13,NaT,NaT
2759,Evangelion: 1.0 You Are (Not) Alone,Planned,<undefined>,0,1,Finished Airing,Movie,PG-13,01-Sep-2007,01-Sep-2007
38085,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,Planned,<undefined>,0,1,Finished Airing,Movie,<undefined>,05-Dec-2020,05-Dec-2020
38086,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,Planned,<undefined>,0,1,Finished Airing,Movie,<undefined>,15-May-2021,15-May-2021
41497,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,Planned,<undefined>,0,1,Not Yet Aired,Movie,PG-13,30-Jul-2021,30-Jul-2021
42030,Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo,Planned,<undefined>,0,1,Not Yet Aired,Movie,<undefined>,NaT,NaT
41025,Fumetsu no Anata e,Planned,<undefined>,0,20,Currently Airing,TV,R,12-Apr-2021,NaT
36028,Golden Kamuy,Planned,<undefined>,0,12,Finished Airing,TV,R,09-Apr-2018,25-Jun-2018
245,Great Teacher Onizuka,Planned,<undefined>,0,43,Finished Airing,TV,R,30-Jun-1999,17-Sep-2000
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,Planned,<undefined>,0,13,Currently Airing,TV,R+,05-Apr-2021,NaT
258,Hitsuji no Uta,Planned,<undefined>,0,4,Finished Airing,OVA,R,25-May-2003,25-Feb-2004
45604,Jaku-Chara Tomozaki-kun Specials,Planned,<undefined>,0,2,Finished Airing,Special,<undefined>,07-May-2021,02-Jun-2021
39534,Jibaku Shounen Hanako-kun,Planned,<undefined>,0,12,Finished Airing,TV,PG-13,10-Jan-2020,27-Mar-2020
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,Planned,<undefined>,0,0,Not Yet Aired,<undefined>,R,NaT,NaT
40787,Josee to Tora to Sakana-tachi,Planned,<undefined>,0,1,Finished Airing,Movie,<undefined>,25-Dec-2020,25-Dec-2020
48561,Jujutsu Kaisen 0 Movie,Planned,<undefined>,0,1,Not Yet Aired,Movie,<undefined>,NaT,NaT
43608,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 3rd Season,Planned,<undefined>,0,0,Not Yet Aired,TV,PG-13,NaT,NaT
44586,Kakushigoto Movie,Planned,<undefined>,0,1,Not Yet Aired,Movie,PG-13,09-Jul-2021,09-Jul-2021
42963,"Kanojo, Okarishimasu 2nd Season",Planned,<undefined>,0,0,Not Yet Aired,TV,PG-13,NaT,NaT
